member_id,signup_date,home_branch,tier,age,gender,postal_code,marketing_consent
M0132,2026-08-25,B06,Bronze,34,M,10310,Y
M0133,2025-10-17,B05,Bronze,0,M,10110,Y
M0134,2025-07-06,B06,Platinum,39,M,10310,Y
M0135,2026-08-22,B07,Silver,16,F,50100,Y
M0136,2025-11-21,B05,Bronze,53,M,10120,Y
M0137,2026-03-08,B01,Bronze,23,,10240,Y
M0138,2025-05-28,B03,Silver,43,F,10240,N
M0139,2025-07-10,B07,Bronze,18,F,50200,Y
M0140,2024-11-15,B02,Bronze,16,M,10500,Y
M0141,2024-04-03,B03,Bronze,40,F,10500,N
M0142,2024-01-10,B08,Bronze,28,M,50230,N
M0143,2025-10-06,B02,Bronze,39,F,10330,Y
M0144,2024-01-24,B02,Gold,49,M,10230,Y
M0145,2025-05-13,B01,Silver,0,F,10400,Y
M0146,2026-07-31,B06,Silver,22,F,10120,Y
M0147,2026-01-18,B05,Silver,0,F,10120,N
M0148,2024-01-12,B06,Silver,33,M,10310,N
M0149,2025-12-09,B05,Silver,47,F,10400,Y
M0150,2024-09-06,B03,Bronze,27,F,10240,Y
M0151,2025-07-28,B01,Bronze,32,F,10110,N
M0152,2025-05-25,B02,Bronze,0,M,1011,Y
M0153,2025-05-08,B04,Silver,23,F,10110,N
M0154,2024-04-11,B06,Bronze,22,M,10900,Y
M0155,2025-04-09,B02,Platinum,42,F,10240,Y
M0156,2025-02-10,B01,Bronze,46,M,1090,Y
M0157,2025-08-04,B05,Gold,26,M,10500,N
M0158,2025-08-28,B05,Silver,29,M,10900,N
M0159,2024-01-11,B08,Silver,42,Other,50300,Y
M0160,2025-02-28,B02,Bronze,41,F,10120,Y
M0161,2025-06-16,B07,Bronze,16,F,50300,Y
M0162,2026-04-16,B08,Bronze,16,F,50230,Y
M0163,2026-04-17,B03,Bronze,40,M,10330,Y
M0164,2024-03-12,B08,Gold,32,F,50230,N
M0165,2024-10-04,B05,Bronze,45,,10110,Y
M0166,2026-07-13,B01,Bronze,33,M,10400,N
M0167,2026-04-29,B03,Platinum,28,M,10110,N
M0168,2024-10-04,B01,Silver,33,F,10400,N
M0169,2024-09-02,B04,Silver,42,M,10500,Y
M0170,2024-06-20,B06,Bronze,30,F,10260,Y
M0171,2026-04-19,B08,Silver,0,M,50000,N
M0172,2026-03-27,B02,Silver,41,F,10240,Y
M0173,2025-05-22,B06,Silver,47,,10120,N
M0174,2026-10-13,B08,Bronze,43,M,50200,Y
M0175,2024-08-23,B03,Silver,29,F,10900,Y
M0176,2024-07-17,B02,Bronze,41,Other,10400,Y
M0177,2025-11-16,B03,Bronze,19,,10900,Y
M0178,2025-11-02,B05,Silver,43,F,10500,Y
M0179,2025-02-12,B04,Platinum,0,F,10330,N
M0180,2024-07-29,B06,Silver,0,F,10110,N
M0181,2025-03-02,B04,Silver,50,F,10230,Y
M0182,2025-03-30,B03,Silver,16,F,10900,N
M0183,2025-09-29,B01,Bronze,0,M,10240,N
M0184,2025-10-21,B07,Silver,35,F,50300,N
M0185,2024-12-28,B07,Gold,25,M,50000,Y
M0186,2025-10-21,B01,Platinum,150,,10500,Y
M0187,2024-12-23,B08,Silver,20,M,50100,Y
M0188,2026-01-05,B05,Silver,35,F,10110,Y
M0189,2026-02-27,B08,Platinum,37,F,50300,Y
M0190,2025-08-26,B08,Bronze,44,M,50000,Y
M0191,2024-12-23,B06,Bronze,38,F,10400,Y
M0192,2025-05-08,B03,Bronze,30,F,10110,Y
M0193,2026-08-01,B01,Silver,31,F,10240,Y
M0194,2025-03-21,B01,Bronze,41,M,10120,Y
M0195,2025-03-07,B01,Silver,23,F,10260,Y
M0196,2026-02-08,B06,Silver,32,M,10240,Y
M0197,2024-11-23,B01,Silver,29,F,10400,N
M0198,2025-04-08,B07,Bronze,45,,50100,N
M0199,2024-04-22,B01,Gold,32,F,10310,Y
M0200,2025-03-27,B02,Gold,37,F,10310,Y
M0201,2026-04-11,B07,Bronze,30,F,50200,Y
M0202,2025-08-14,B02,Silver,0,F,10240,Y
M0203,2024-10-09,B04,Bronze,44,M,10500,N
M0204,2025-02-01,B08,Gold,43,F,50300,Y
M0205,2024-02-10,B08,Silver,22,F,50200,Y
M0206,2025-10-11,B04,Silver,18,F,10500,Y
M0207,2026-05-05,B04,Gold,41,F,10120,Y
M0208,2024-12-27,B05,Silver,30,M,10110,Y
M0209,2025-04-23,B07,Bronze,36,F,50300,Y
M0210,2025-02-08,B02,Bronze,47,F,10900,Y
M0211,2026-05-24,B07,Silver,41,F,50200,Y
M0212,2025-11-26,B08,Platinum,25,Other,50230,Y
M0213,2026-04-20,B01,Silver,37,F,10120,N
M0214,2024-08-18,B01,Platinum,40,F,10110,Y
M0215,2026-06-24,B01,Bronze,0,F,10330,Y
M0216,2025-09-10,B05,Gold,19,F,10330,N
M0217,2025-10-30,B04,Silver,28,M,10230,N
M0218,2026-01-24,B07,Bronze,33,F,50230,N
M0219,2025-12-05,B04,Platinum,41,F,1012,N
M0220,2026-07-22,B04,Gold,27,F,10110,Y
M0221,2024-09-23,B03,Silver,33,,10330,Y
M0222,2024-02-09,B04,Bronze,25,,10230,Y
M0223,2025-02-04,B08,Bronze,21,F,50230,N
M0224,2025-11-03,B04,Bronze,35,M,10900,Y
M0225,2025-08-29,B01,Silver,37,M,10230,Y
M0226,2024-08-14,B06,Bronze,36,M,10230,Y
M0227,2024-03-14,B05,Bronze,40,F,10400,N
M0228,2025-04-26,B04,Bronze,30,M,10400,N
M0229,2024-02-08,B02,Silver,16,M,10110,Y
M0230,2024-06-08,B01,Bronze,4,M,10330,Y
M0231,2025-12-06,B05,Bronze,46,Other,10400,Y
M0232,2025-04-20,B06,Bronze,29,F,10240,Y
M0233,2024-01-12,B05,Silver,36,M,10260,N
M0234,2026-02-05,B03,Silver,16,F,10240,Y
M0235,2025-04-30,B01,Silver,46,M,10230,N
M0236,2026-08-01,B03,Bronze,16,M,10310,Y
M0237,2024-10-15,B08,Bronze,36,M,50100,Y
M0238,2026-07-21,B04,Silver,48,M,10900,N
M0239,2025-12-19,B03,Bronze,42,M,10260,Y
M0240,2025-05-20,B01,Gold,33,F,10240,Y
M0241,2025-07-09,B06,Platinum,29,F,10260,Y
M0242,2024-11-10,B06,Bronze,39,F,10900,N
M0243,2025-07-06,B02,Bronze,16,M,10120,N
M0244,2026-07-10,B01,Gold,48,F,10120,Y
M0245,2024-04-17,B07,Gold,34,F,50200,Y
M0246,2024-10-28,B06,Bronze,0,F,10260,Y
M0247,2026-01-16,B03,Bronze,43,M,10240,Y
M0248,2026-04-21,B07,Silver,33,F,50300,Y
M0249,2025-10-21,B03,Silver,17,F,10110,N
M0250,2025-11-26,B04,Bronze,44,,10110,Y
M0251,2025-08-19,B01,Bronze,31,F,10110,Y
M0252,2026-07-28,B04,Gold,30,F,10110,Y
M0253,2025-11-27,B01,Silver,22,F,10110,Y
M0254,2025-10-28,B03,Bronze,31,F,10310,N
M0255,2025-04-18,B02,Bronze,45,F,10900,N
M0256,2024-11-05,B04,Silver,33,F,10230,N
M0257,2026-01-29,B08,Platinum,32,F,50300,Y
M0258,2025-12-18,B08,Gold,47,F,50230,N
M0259,2024-06-12,B04,Silver,47,F,10900,Y
M0260,2024-01-01,B08,Gold,51,M,50200,N
M0261,2025-10-05,B03,Silver,0,F,10240,Y
M0262,2025-12-21,B01,Silver,20,M,10400,Y
M0263,2025-05-01,B07,Bronze,38,M,50100,N
M0264,2025-11-28,B04,Platinum,0,,10330,Y
M0265,2024-07-11,B06,Silver,33,F,10500,N
M0266,2026-07-09,B03,Platinum,47,F,10900,N
M0267,2026-08-23,B03,Bronze,48,M,10400,N
M0268,2024-06-08,B08,Silver,29,F,50200,Y
M0269,2026-05-09,B01,Silver,35,F,10240,Y
M0270,2025-01-04,B07,Bronze,46,F,50200,Y
M0271,2024-11-10,B01,Gold,25,M,10400,Y
M0272,2024-08-16,B03,Silver,48,M,10240,N
M0273,2025-08-09,B07,Gold,32,F,50300,N
M0274,2025-04-13,B02,Gold,23,F,10110,N
M0275,2024-12-28,B08,Bronze,42,F,50000,Y
M0276,2024-01-20,B06,Gold,42,,10240,Y
M0277,2026-07-26,B08,Bronze,0,F,50200,N
M0278,2024-10-16,B08,Bronze,34,F,50300,N
M0279,2025-09-05,B02,Bronze,40,M,10330,Y
M0280,2024-03-10,B08,Silver,35,M,50100,Y
M0281,2025-03-08,B05,Bronze,22,M,10330,Y
M0282,2025-09-17,B03,Bronze,48,F,10230,Y
M0283,2026-03-08,B08,Silver,40,M,50230,Y
M0284,2025-06-26,B02,Platinum,43,M,10110,Y
M0285,2025-06-19,B02,Bronze,33,M,10240,Y
M0286,2026-01-30,B02,Gold,25,F,10900,Y
M0287,2024-09-24,B01,Bronze,24,,10500,Y
M0288,2024-05-19,B02,Bronze,0,F,10120,N
M0289,2024-06-14,B07,Bronze,0,F,50000,Y
M0290,2026-08-23,B05,Silver,25,M,10240,N
M0291,2025-07-28,B04,Bronze,16,F,10330,N
M0292,2026-01-20,B08,Bronze,0,M,50230,N
M0293,2024-02-04,B07,Bronze,31,F,50230,Y
M0294,2025-04-18,B01,Bronze,33,F,10500,N
M0295,2025-12-15,B03,Silver,38,M,10230,Y
M0296,2025-09-13,B07,Bronze,29,M,50000,Y
M0297,2024-07-31,B02,Bronze,21,F,10500,Y
M0298,2024-10-06,B02,Gold,27,F,10110,N
M0299,2024-02-17,B05,Platinum,16,M,10230,Y
M0300,2026-03-11,B07,Bronze,21,F,50230,N
M0301,2025-08-01,B05,Gold,35,F,10900,Y
M0302,2026-06-23,B01,Bronze,21,M,10230,N
M0303,2025-09-30,B05,Gold,51,,10240,Y
M0304,2024-08-24,B04,Platinum,42,F,10330,N
M0305,2025-06-27,B08,Silver,43,F,50100,N
M0306,2026-01-23,B01,Bronze,26,F,1024,Y
M0307,2026-04-11,B03,Silver,47,M,10240,N
M0308,2025-07-30,B02,Bronze,27,M,10240,Y
M0309,2026-04-06,B03,Bronze,25,F,10120,N
M0310,2026-08-03,B06,Silver,34,F,10260,N
M0311,2026-02-11,B04,Bronze,37,M,10110,Y
M0312,2024-10-09,B03,Silver,26,M,10900,N
M0313,2024-06-14,B06,Bronze,36,M,10240,N
M0314,2026-06-30,B05,Gold,0,M,10330,Y
M0315,2025-11-15,B04,Platinum,36,,10500,N
M0316,2026-08-27,B01,Bronze,34,M,10400,Y
M0317,2025-11-01,B01,Silver,41,M,10500,Y
M0318,2025-08-28,B03,Bronze,43,M,10310,Y
M0319,2025-11-11,B01,Bronze,40,M,10230,N
M0320,2024-03-09,B04,Silver,19,F,10330,Y
M0321,2024-04-09,B01,Bronze,31,M,10240,N
M0322,2026-04-17,B02,Silver,45,F,10230,Y
M0323,2025-07-15,B04,Gold,39,M,10310,N
M0324,2024-12-10,B06,Gold,21,M,10240,Y
M0325,2024-12-08,B02,Platinum,37,F,10500,Y
M0326,2025-11-27,B04,Bronze,24,M,10120,Y
M0327,2026-04-25,B07,Silver,18,F,50300,N
M0328,2026-01-06,B08,Bronze,28,F,50100,Y
M0329,2024-04-24,B03,Bronze,41,M,10120,Y
M0330,2025-01-23,B05,Gold,37,M,10240,Y
M0331,2025-10-26,B05,Gold,31,M,10330,N
