member_id,signup_date,home_branch,tier,age,gender,postal_code,marketing_consent
M0046,2025-11-08,B03,Bronze,19,M,10310,Y
M0047,2025-03-14,B02,Gold,39,M,10500,Y
M0048,2025-01-26,B01,Silver,49,F,10330,Y
M0049,2026-08-17,B08,Silver,33,F,50230,Y
M0050,2024-07-05,B01,Gold,27,M,10900,N
M0051,2024-03-01,B07,Bronze,33,F,50300,Y
M0052,2024-09-13,B04,Silver,21,M,10400,N
M0053,2024-08-12,B03,Platinum,32,F,10120,Y
M0054,2024-02-07,B03,Bronze,42,F,10240,Y
M0055,2025-12-07,B03,Gold,46,M,10310,N
M0056,2025-10-07,B06,Silver,32,F,10240,N
M0057,2026-07-17,B04,Silver,0,M,10330,Y
M0058,2024-12-30,B08,Bronze,31,M,50300,Y
M0059,2024-06-07,B04,Bronze,29,F,10240,N
M0060,2024-07-10,B02,Bronze,24,F,10310,Y
M0061,2024-09-03,B06,Gold,43,M,10330,Y
M0062,2025-06-23,B01,Gold,32,F,10120,Y
M0063,2026-04-06,B03,Gold,33,F,10900,N
M0064,2024-03-16,B03,Bronze,34,M,10260,N
M0065,2025-07-16,B08,Platinum,34,M,50100,Y
M0066,2025-08-26,B06,Bronze,30,F,10260,Y
M0067,2026-07-13,B05,Bronze,34,F,10330,N
M0068,2025-09-10,B02,Gold,41,,10310,N
M0069,2025-03-05,B07,Bronze,47,M,50200,N
M0070,2025-06-04,B06,Platinum,0,M,10310,N
M0071,2026-05-19,B02,Silver,39,F,1011,N
M0072,2025-08-18,B08,Bronze,37,F,50230,N
M0073,2025-08-27,B05,Gold,38,F,10330,Y
M0074,2025-11-28,B03,Silver,44,F,10120,N
M0075,2025-11-20,B01,Bronze,36,M,10230,N
M0076,2026-07-14,B07,Gold,25,F,50230,Y
M0077,2026-04-23,B04,Silver,47,,10330,N
M0078,2025-04-06,B03,Silver,24,,10330,Y
M0079,2024-08-31,B08,Bronze,41,M,50100,Y
M0080,2025-05-05,B05,Bronze,19,F,10110,Y
M0081,2026-06-26,B01,Silver,0,,10240,Y
M0082,2026-08-25,B03,Bronze,29,F,10400,Y
M0083,2025-07-13,B04,Bronze,47,F,10310,N
M0084,2026-04-26,B06,Silver,32,,10330,Y
M0085,2026-03-19,B02,Bronze,45,F,10500,N
M0086,2026-07-17,B01,Silver,27,F,10900,Y
M0087,2024-10-18,B04,Silver,36,M,10900,Y
M0088,2024-06-23,B02,Gold,20,Other,10230,N
M0089,2025-06-20,B06,Platinum,41,F,10500,Y
M0090,2025-07-27,B01,Silver,39,M,10230,Y
M0091,2026-08-17,B01,Bronze,34,M,10400,Y
M0092,2025-05-05,B08,Bronze,43,F,50230,Y
M0093,2025-12-13,B08,Silver,47,M,50100,N
M0094,2026-02-03,B08,Platinum,31,M,50300,Y
M0095,2025-11-17,B07,Bronze,50,F,50300,Y
M0096,2024-03-14,B03,Gold,34,F,10230,Y
M0097,2025-11-14,B01,Bronze,51,M,10310,Y
M0098,2026-03-27,B08,Silver,32,F,50100,Y
M0099,2026-03-26,B06,Bronze,0,Other,10110,N
M0100,2026-06-10,B08,Bronze,37,M,50000,Y
M0101,2025-02-04,B02,Platinum,0,F,10400,N
M0102,2026-07-30,B03,Gold,20,F,10400,Y
M0103,2026-03-18,B05,Silver,0,M,10260,Y
M0104,2024-09-19,B08,Gold,43,F,50100,Y
M0105,2025-11-10,B05,Silver,49,F,10500,Y
M0106,2024-08-23,B02,Bronze,4,M,10400,N
M0107,2025-02-23,B02,Silver,125,F,10240,N
M0108,2025-12-16,B03,Silver,28,F,10260,Y
M0109,2025-04-23,B08,Platinum,20,F,50000,Y
M0110,2025-01-08,B05,Gold,45,F,10230,N
M0111,2024-03-24,B08,Bronze,37,M,50300,Y
M0112,2025-11-03,B01,Silver,16,M,10230,Y
M0113,2024-12-12,B01,Bronze,51,M,10230,Y
M0114,2026-02-13,B03,Silver,0,F,10400,Y
M0115,2024-11-17,B04,Bronze,34,M,10400,N
M0116,2025-04-15,B01,Bronze,29,,10500,N
M0117,2026-08-15,B02,Bronze,37,F,10400,Y
M0118,2025-09-13,B07,Silver,33,F,50300,Y
M0119,2025-11-01,B08,Silver,40,M,50000,Y
M0120,2026-07-15,B01,Silver,38,F,10110,N
M0121,2024-11-23,B02,Platinum,36,F,10400,Y
M0122,2025-10-22,B03,Bronze,51,M,10330,N
M0123,2025-04-23,B06,Gold,40,F,10900,N
M0124,2024-03-28,B07,Silver,21,M,50300,Y
M0125,2025-02-09,B04,Silver,33,F,10900,Y
M0126,2024-08-15,B08,Bronze,0,M,50230,Y
M0127,2024-11-26,B02,Silver,31,M,10230,N
M0128,2026-05-24,B05,Silver,33,F,10900,N
M0129,2025-11-26,B03,Silver,42,M,10900,N
M0130,2025-04-29,B05,Gold,38,M,10330,Y
M0131,2025-10-04,B02,Bronze,16,,10900,N
M0132,2025-03-11,B06,Silver,47,Other,10330,Y
M0133,2024-10-25,B03,Silver,53,M,10240,Y
M0134,2026-07-25,B08,Silver,44,F,50100,Y
M0135,2024-11-05,B01,Gold,0,F,10400,N
M0136,2024-09-22,B06,Silver,28,M,10230,N
M0137,2026-03-17,B04,Platinum,0,F,10120,N
M0138,2026-02-27,B05,Platinum,32,F,10900,N
M0139,2026-02-09,B06,Bronze,40,F,10310,N
M0140,2025-08-04,B03,Silver,37,M,10120,Y
M0141,2024-08-27,B05,Silver,28,F,10240,N
M0142,2025-07-08,B04,Bronze,26,F,10230,N
M0143,2026-04-20,B07,Platinum,28,M,50100,N
M0144,2024-12-21,B01,Bronze,21,M,10110,N
M0145,2024-04-10,B05,Silver,47,M,10330,Y
M0146,2024-12-15,B03,Bronze,40,M,10110,N
M0147,2025-07-04,B05,Bronze,40,M,10900,N
M0148,2024-07-02,B08,Gold,34,M,50230,N
M0149,2026-07-20,B08,Platinum,0,M,50230,N
M0150,2026-06-30,B05,Bronze,0,Other,10230,Y
M0151,2025-06-01,B01,Platinum,0,M,10230,Y
M0152,2026-05-13,B06,Bronze,23,F,10230,Y
M0153,2025-06-24,B03,Silver,28,F,10330,Y
M0154,2025-08-26,B03,Platinum,30,M,10500,N
M0155,2026-08-26,B06,Bronze,16,M,10310,N
M0156,2026-04-29,B04,Platinum,28,M,10500,Y
M0157,2024-01-23,B04,Bronze,36,F,1023,Y
M0158,2024-10-06,B03,Silver,25,F,10900,Y
M0159,2025-01-12,B03,Bronze,28,F,10400,N
M0160,2024-05-25,B07,Bronze,47,F,50300,N
M0161,2024-06-18,B02,Silver,29,F,10310,N
M0162,2026-05-31,B06,Silver,30,F,10310,Y
M0163,2026-04-22,B05,Silver,29,F,10400,Y
M0164,2025-12-07,B05,Silver,29,M,10400,N
M0165,2026-04-30,B01,Bronze,26,F,10500,N
M0166,2025-12-03,B02,Bronze,33,M,10310,N
M0167,2025-04-09,B03,Gold,0,F,10400,N
M0168,2026-01-13,B08,Platinum,0,Other,50300,N
M0169,2025-08-25,B03,Bronze,26,M,10330,Y
M0170,2026-04-03,B02,Gold,43,F,10110,Y
M0171,2024-05-02,B01,Gold,26,M,10260,Y
M0172,2025-11-13,B01,Bronze,31,F,10500,Y
M0173,2026-04-01,B04,Silver,43,Other,10260,Y
M0174,2024-01-09,B08,Silver,60,Other,50200,N
M0175,2025-01-19,B04,Bronze,52,F,10330,Y
M0176,2025-05-19,B05,Silver,26,M,10400,Y
M0177,2025-12-10,B01,Silver,36,Other,1040,Y
M0178,2026-02-11,B06,Bronze,21,M,10120,Y
M0179,2025-04-02,B01,Silver,44,F,10500,Y
M0180,2025-03-29,B04,Silver,39,F,10260,Y
M0181,2025-11-10,B02,Silver,41,F,10120,Y
M0182,2026-07-30,B02,Bronze,52,F,10260,Y
M0183,2026-02-08,B08,Silver,33,M,50230,N
M0184,2026-08-09,B03,Bronze,38,Other,10500,N
M0185,2024-01-01,B07,Bronze,29,,50100,Y
M0186,2025-11-05,B07,Platinum,39,F,50100,Y
M0187,2026-06-12,B03,Platinum,40,M,10900,Y
M0188,2026-03-14,B01,Bronze,31,M,10900,Y
M0189,2025-07-02,B01,Gold,63,F,10230,Y
M0190,2026-03-01,B04,Platinum,28,M,10500,N
M0191,2026-01-02,B06,Bronze,29,F,10900,Y
M0192,2025-05-04,B04,Silver,33,F,10110,N
M0193,2024-04-18,B02,Bronze,44,M,10260,N
M0194,2024-03-19,B02,Silver,42,F,10230,Y
M0195,2025-10-19,B02,Silver,23,M,10260,Y
M0196,2026-05-01,B08,Silver,41,F,50000,Y
M0197,2026-05-02,B06,Bronze,22,M,10900,Y
M0198,2025-11-26,B06,Bronze,16,M,10500,Y
M0199,2025-01-16,B05,Bronze,29,F,10900,Y
M0200,2024-05-09,B02,Gold,0,M,10260,Y
M0201,2025-10-13,B01,Gold,40,M,10120,N
M0202,2024-09-23,B05,Bronze,27,M,10230,Y
M0203,2026-06-11,B02,Silver,50,F,10120,Y
M0204,2024-09-23,B02,Silver,0,M,10230,N
M0205,2026-03-09,B02,Platinum,0,M,10110,N
M0206,2025-05-20,B06,Bronze,39,F,10120,N
M0207,2026-08-13,B07,Silver,42,M,50230,Y
M0208,2025-12-13,B01,Bronze,32,F,10330,N
M0209,2024-06-04,B07,Silver,22,M,50200,Y
M0210,2024-03-19,B08,Bronze,50,M,50230,Y
M0211,2025-03-21,B03,Platinum,40,,10240,N
M0212,2025-07-16,B01,Bronze,0,,10400,Y
M0213,2025-07-10,B04,Silver,43,M,10330,Y
M0214,2024-04-07,B02,Gold,17,F,10500,N
M0215,2025-12-19,B04,Silver,29,F,10400,Y
M0216,2024-05-29,B01,Silver,38,Other,10310,Y
M0217,2024-06-14,B05,Bronze,39,M,10120,Y
M0218,2026-02-17,B06,Silver,46,M,10310,Y
M0219,2025-08-27,B07,Bronze,16,F,50200,Y
M0220,2024-09-21,B06,Platinum,33,Other,10500,Y
M0221,2025-12-11,B01,Silver,40,F,10120,Y
M0222,2024-01-01,B06,Silver,16,F,10260,Y
M0223,2025-06-28,B06,Bronze,0,F,10330,Y
M0224,2025-12-19,B08,Bronze,34,M,50200,Y
M0225,2025-05-18,B03,Bronze,33,F,10330,Y
M0226,2024-08-08,B05,Silver,22,M,10330,N
M0227,2025-08-31,B02,Bronze,24,M,10310,Y
M0228,2025-08-07,B02,Platinum,0,F,10400,N
M0229,2025-03-02,B07,Bronze,37,F,50300,N
M0230,2025-08-03,B04,Bronze,42,F,10230,Y
M0231,2026-01-14,B05,Platinum,0,F,10120,N
M0232,2024-05-08,B01,Silver,23,M,10310,N
M0233,2026-05-16,B08,Bronze,37,M,50000,Y
M0234,2026-02-19,B02,Bronze,35,M,10260,Y
M0235,2025-08-02,B01,Bronze,0,F,10260,Y
M0236,2025-02-27,B07,Bronze,29,,50230,N
M0237,2024-07-02,B01,Silver,26,F,10120,N
M0238,2024-06-01,B03,Bronze,47,F,10330,Y
M0239,2024-04-03,B03,Gold,33,M,10500,Y
M0240,2024-03-19,B06,Silver,38,Other,10400,N
M0241,2024-05-14,B03,Bronze,27,M,10120,N
M0242,2026-04-07,B04,Silver,36,M,10240,N
M0243,2026-01-10,B01,Bronze,48,F,10310,N
M0244,2024-01-26,B02,Silver,25,M,10500,N
M0245,2025-10-03,B04,Bronze,20,F,1012,N
M0246,2026-07-14,B03,Silver,36,,10240,Y
M0247,2025-11-05,B07,Silver,24,F,50100,Y
M0248,2025-07-28,B08,Bronze,38,F,50300,Y
M0249,2025-08-21,B04,Bronze,41,M,10120,Y
M0250,2025-08-31,B03,Bronze,27,F,10400,Y
M0251,2026-07-08,B06,Bronze,45,M,10110,Y
M0252,2025-12-08,B03,Bronze,35,F,10400,N
M0253,2026-08-07,B05,Silver,0,M,10400,Y
M0254,2026-02-28,B04,Bronze,35,,10330,N
M0255,2025-06-10,B08,Bronze,37,F,5020,Y
M0256,2024-01-06,B01,Silver,28,M,10310,N
M0257,2026-08-19,B03,Bronze,41,,10120,Y
M0258,2026-06-30,B01,Silver,31,M,10120,Y
M0259,2025-02-11,B06,Silver,42,M,10400,Y
M0260,2025-12-23,B07,Bronze,36,M,50100,Y
M0261,2025-12-10,B01,Silver,125,F,10260,Y
M0262,2024-03-14,B06,Silver,49,F,10330,Y
M0263,2026-06-30,B02,Bronze,0,M,10240,Y
M0264,2024-06-04,B04,Gold,21,F,10500,Y
M0265,2024-01-24,B02,Bronze,35,F,10110,Y
M0266,2026-02-05,B05,Gold,30,F,10500,Y
M0267,2024-12-03,B03,Gold,16,M,10110,Y
M0268,2024-02-29,B06,Gold,44,M,10330,Y
M0269,2024-05-06,B01,Platinum,31,M,10500,N
M0270,2026-08-08,B02,Silver,21,F,10110,Y
M0271,2024-10-30,B07,Bronze,34,F,50300,Y
M0272,2024-03-25,B07,Silver,38,M,50300,Y
M0273,2026-03-19,B03,Bronze,47,M,10120,N
M0274,2026-04-23,B01,Bronze,36,F,10400,Y
M0275,2024-01-08,B02,Bronze,45,F,10120,N
M0276,2026-08-20,B06,Gold,45,M,10120,Y
M0277,2024-03-29,B08,Bronze,33,F,50200,Y
